user_input,reference_contexts,reference,synthesizer_name
Qual é a importância do CadÚnico para a inscrição em programas de pós-graduação na UFMS?,"['c) Para doutorado, no valor de R$ 5.000,00/mês (valor\nbruto, sujeito à dedução de eventuais impostos devidos).\n \n5. DOS REQUISITOS PARA PARTICIPAÇÃO\n5.1. Para a inscrição, seguindo os requisitos necessários\ndefinidos pela Concedente, o candidato deve:\na) estar regularmente matriculado entre o primeiro e o\npenúltimo ano dos cursos de graduação ou  dos cursos de mestrado e\nde doutorado da UFMS;\nb) ter cursado o ensino médio em escola pública ou em\nescola privada com bolsa de estudo integral;\nc) ser oriundo de família com renda igual ou inferior a um\nsalário-mínimo e meio \nper capita\n;\nd) não ocupar cargo ou emprego público, ou estar vinculado\na qualquer empresa, que realize ou possam realizar auditorias e\natividades de fiscalização no Grupo Carrefour;\ne) estar habilitado em processo de heteroidentificação; e\nf) possuir o perﬁl do estudante atualizado, incluindo o\nupload do CadÚnico.\n \n5.2. O procedimento de heteroidentiﬁcação já realizado para\ningresso no curso de graduação ou de programa de pós-graduação da\nUFMS é válido para este fim, sendo predominante o resultado obtido.\n \n5.3. Caso o candidato não tenha sido submetido ao\nprocedimento indicado no item 5.2., por ter ingressado em ampla\nconcorrência ou em vaga reservada diversa, deverá, no ato da inscrição,\napresentar autodeclaração - foto e vídeo de acordo com orientações dos\nAnexos I e II, a qual será veriﬁcada por Banca de Veriﬁcação da Veracidade\nde Autodeclaração.\n \n6. DAS INSCRIÇÕES\n6.1. Os interessados em concorrer às vagas oferecidas pelo\npresente Edital deverão efetuar sua inscrição \non-line\n no Sistema de\nInformação de Projetos da UFMS (SIGProj), no endereço eletrônico\nsigproj.ufms.br\n, até o período deﬁnido no Cronograma deste Edital (item 2),\ncom o preenchimento da ﬁcha de inscrição, e inclusão dos seguintes\ndocumentos:\na) Autodeclaração, \nlink\n do vídeo e foto conforme disposto\nno Anexo I deste Edital, caso não tenha sido submetido ao processo de\nheteroidentificação na UFMS;\nb) Folha Resumo do CadÚnico;\nc) Cópia do RG e CPF;\nd) Comprovante de matrícula 2024.1 ou 2024.2, se iniciado\no semestre letivo; e\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 3\n28/06/2024\nN° 8323\nPg. 304']","O CadÚnico é importante para a inscrição em programas de pós-graduação na UFMS, pois é um dos requisitos necessários que o candidato deve possuir. O perfil do estudante deve estar atualizado, incluindo o upload do CadÚnico, para que a inscrição seja considerada válida.",single_hop_specifc_query_synthesizer
Quais são os requisitos necessários para a participação no Edital GAB/PROAES 4924243?,"['c) Para doutorado, no valor de R$ 5.000,00/mês (valor\nbruto, sujeito à dedução de eventuais impostos devidos).\n \n5. DOS REQUISITOS PARA PARTICIPAÇÃO\n5.1. Para a inscrição, seguindo os requisitos necessários\ndefinidos pela Concedente, o candidato deve:\na) estar regularmente matriculado entre o primeiro e o\npenúltimo ano dos cursos de graduação ou  dos cursos de mestrado e\nde doutorado da UFMS;\nb) ter cursado o ensino médio em escola pública ou em\nescola privada com bolsa de estudo integral;\nc) ser oriundo de família com renda igual ou inferior a um\nsalário-mínimo e meio \nper capita\n;\nd) não ocupar cargo ou emprego público, ou estar vinculado\na qualquer empresa, que realize ou possam realizar auditorias e\natividades de fiscalização no Grupo Carrefour;\ne) estar habilitado em processo de heteroidentificação; e\nf) possuir o perﬁl do estudante atualizado, incluindo o\nupload do CadÚnico.\n \n5.2. O procedimento de heteroidentiﬁcação já realizado para\ningresso no curso de graduação ou de programa de pós-graduação da\nUFMS é válido para este fim, sendo predominante o resultado obtido.\n \n5.3. Caso o candidato não tenha sido submetido ao\nprocedimento indicado no item 5.2., por ter ingressado em ampla\nconcorrência ou em vaga reservada diversa, deverá, no ato da inscrição,\napresentar autodeclaração - foto e vídeo de acordo com orientações dos\nAnexos I e II, a qual será veriﬁcada por Banca de Veriﬁcação da Veracidade\nde Autodeclaração.\n \n6. DAS INSCRIÇÕES\n6.1. Os interessados em concorrer às vagas oferecidas pelo\npresente Edital deverão efetuar sua inscrição \non-line\n no Sistema de\nInformação de Projetos da UFMS (SIGProj), no endereço eletrônico\nsigproj.ufms.br\n, até o período deﬁnido no Cronograma deste Edital (item 2),\ncom o preenchimento da ﬁcha de inscrição, e inclusão dos seguintes\ndocumentos:\na) Autodeclaração, \nlink\n do vídeo e foto conforme disposto\nno Anexo I deste Edital, caso não tenha sido submetido ao processo de\nheteroidentificação na UFMS;\nb) Folha Resumo do CadÚnico;\nc) Cópia do RG e CPF;\nd) Comprovante de matrícula 2024.1 ou 2024.2, se iniciado\no semestre letivo; e\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 3\n28/06/2024\nN° 8323\nPg. 304']","Para a inscrição no Edital GAB/PROAES 4924243, o candidato deve estar regularmente matriculado entre o primeiro e o penúltimo ano dos cursos de graduação ou dos cursos de mestrado e doutorado da UFMS; ter cursado o ensino médio em escola pública ou em escola privada com bolsa de estudo integral; ser oriundo de família com renda igual ou inferior a um salário-mínimo e meio per capita; não ocupar cargo ou emprego público, ou estar vinculado a qualquer empresa que realize ou possa realizar auditorias e atividades de fiscalização no Grupo Carrefour; estar habilitado em processo de heteroidentificação; e possuir o perfil do estudante atualizado, incluindo o upload do CadÚnico.",single_hop_specifc_query_synthesizer
O que é a Renda Per Capita do Governo Federal e como ela afeta a classificação dos candidatos?,"['e) Comprovante ou Certiﬁcado de Conclusão do Ensino\nMédio em escola pública ou privada com bolsa de estudo integral.\n \n6.2. O correto preenchimento da Ficha de Inscrição e a inclusão\ndos documentos são de inteira responsabilidade do estudante.\n \n6.3. A inscrição implicará no seu declarado conhecimento e\ntácita aceitação das regras, exigências e condições estabelecidas neste\nEdital.\n \n7. DO PROCESSO SELETIVO, CLASSIFICAÇÃO, CRITÉRIOS\nDE DESEMPATE, RESULTADO E RECURSO\n7.1. Os inscritos serão classiﬁcados de acordo com distribuição\nde vagas descrita no item 3.1 deste Edital.\n \n7.2. Os critérios para classiﬁcação dos inscritos seguirão os\nindicadores de renda \nper capita\n, de acordo com a pontuação do quadro\ndo item 7.3, tendo maior pontuação os candidatos com menor renda \nper\ncapita\n.\n \n7.3. Renda \nPer Capita\n (RPC): A pontuação, conforme quadro\nabaixo, corresponderá à renda \nper capita\n familiar constante na folha\nresumo do Cadastro Único (CadÚnico) do Governo Federal, que deverá\nestar registrada no perﬁl do estudante no Siscad, para graduação, e no\nSigpós, para pós-graduação.\n \nPontuação por Renda \nPer Capita\n (RPC):\nRenda Per Capita\n(RPC)\nPontuação\naté meio salário mínimo\nvigente\n10\nentre meio e um salário\nmínimo vigente\n5\nentre um e um e meio\nsalário mínimo vigente\n0\n \n7.4. Serão critérios utilizados em caso de empate na pontuação:\na) menor renda familiar;\nb) notas  de ingresso (Enem, Vestibular, Classiﬁcação ﬁnal\nno vestibular, Doutorado, Mestrado e etc.); e\nc) maior Índice de Rendimento Acadêmico.\n \n7.5. A Proaes será responsável por homologar o resultado\nfinal, por meio de Edital.\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 4\n28/06/2024\nN° 8323\nPg. 305']","A Renda Per Capita (RPC) do Governo Federal é um indicador que corresponde à renda per capita familiar registrada na folha resumo do Cadastro Único (CadÚnico). Essa informação deve estar no perfil do estudante no Siscad para graduação e no Sigpós para pós-graduação. A pontuação dos candidatos na classificação será baseada na RPC, onde aqueles com menor renda per capita recebem maior pontuação.",single_hop_specifc_query_synthesizer
Quais documentos são necessários para a inscrição no Mestrado?,"['e) Comprovante ou Certiﬁcado de Conclusão do Ensino\nMédio em escola pública ou privada com bolsa de estudo integral.\n \n6.2. O correto preenchimento da Ficha de Inscrição e a inclusão\ndos documentos são de inteira responsabilidade do estudante.\n \n6.3. A inscrição implicará no seu declarado conhecimento e\ntácita aceitação das regras, exigências e condições estabelecidas neste\nEdital.\n \n7. DO PROCESSO SELETIVO, CLASSIFICAÇÃO, CRITÉRIOS\nDE DESEMPATE, RESULTADO E RECURSO\n7.1. Os inscritos serão classiﬁcados de acordo com distribuição\nde vagas descrita no item 3.1 deste Edital.\n \n7.2. Os critérios para classiﬁcação dos inscritos seguirão os\nindicadores de renda \nper capita\n, de acordo com a pontuação do quadro\ndo item 7.3, tendo maior pontuação os candidatos com menor renda \nper\ncapita\n.\n \n7.3. Renda \nPer Capita\n (RPC): A pontuação, conforme quadro\nabaixo, corresponderá à renda \nper capita\n familiar constante na folha\nresumo do Cadastro Único (CadÚnico) do Governo Federal, que deverá\nestar registrada no perﬁl do estudante no Siscad, para graduação, e no\nSigpós, para pós-graduação.\n \nPontuação por Renda \nPer Capita\n (RPC):\nRenda Per Capita\n(RPC)\nPontuação\naté meio salário mínimo\nvigente\n10\nentre meio e um salário\nmínimo vigente\n5\nentre um e um e meio\nsalário mínimo vigente\n0\n \n7.4. Serão critérios utilizados em caso de empate na pontuação:\na) menor renda familiar;\nb) notas  de ingresso (Enem, Vestibular, Classiﬁcação ﬁnal\nno vestibular, Doutorado, Mestrado e etc.); e\nc) maior Índice de Rendimento Acadêmico.\n \n7.5. A Proaes será responsável por homologar o resultado\nfinal, por meio de Edital.\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 4\n28/06/2024\nN° 8323\nPg. 305']","Para a inscrição no Mestrado, é necessário apresentar o Comprovante ou Certificado de Conclusão do Ensino Médio em escola pública ou privada com bolsa de estudo integral, além de preencher corretamente a Ficha de Inscrição e incluir os documentos exigidos.",single_hop_specifc_query_synthesizer
Qual é o procedimento para solicitar recurso administrativo conforme o Edital GAB/PROAES 4924243?,"['7.6. Para solicitar recurso administrativo, o estudante deverá\npreencher o formulário especíﬁco (Anexo III ou IV), e enviar por \ne-mail\npara \nsefi.proaes@ufms.br\n, com o título “Recurso - Ações Aﬁrmativas\nCarrefour”.\n \n7.7. O resultado do recurso administrativo será publicado,\ninformando o motivo do deferimento ou indeferimento.\n \n7.8.  Caso haja desistência ou o surgimento de novas vagas,\npoderão ser chamados os estudantes que estejam em lista de espera.\n \n8. CONDIÇÕES DAS BOLSAS\n8.1. A  bolsa será concedida semestralmente, com pagamentos\nmensais, e sua renovação se dará até a conclusão do curso, observadas as\nseguintes condições, a serem verificadas pela Instituição de Ensino:\na) o estudante selecionado deverá concluir o curso no prazo\nrecomendado pela UFMS, sendo que eventuais pedidos de prorrogação\nde prazo de conclusão não serão contemplados pelas bolsas de estudo\nobjeto deste Acordo;\nb) o estudante selecionado não poderá ser reprovado em\nnenhuma disciplina; e\nc) o estudante deverá obedecer à frequência mínima do\ncurso de graduação ou programa de pós-graduação exigida pela\nInstituição de Ensino.\n \n8.1.1. Havendo casos em que o estudante seja afastado devido\nà licença maternidade ou questões de saúde, a UFMS comunicará\nimediatamente a Instituição Gestora, para que sejam tomadas as\nprovidências necessárias para andamento da bolsa.\n \n8.2. A partir da seleção dos estudantes pela UFMS, o valor das\nbolsas de permanência será pago diretamente ao estudante pela Instituição\nGestora, mensalmente, com base nos relatórios periódicos a serem\nemitidos pela UFMS.\n \n8.3. Para ﬁns dos pagamentos estabelecidos na cláusula 8.2, a\nUFMS deverá disponibilizar, semestralmente, à Instituição Gestora, relatório\ncom os dados dos estudantes cujo desempenho e presença atendem aos\nrequisitos necessários da Instituição de Ensino, para continuidade do curso\nde graduação ou programa de pós-graduação, para ﬁns de continuidade do\nrepasse mensal dos valores e renovação semestral das bolsas.\n \n9. DA REVOGAÇÃO OU ANULAÇÃO DO EDITAL\n9.1. A qualquer tempo, este Edital poderá ser suspenso, no\ntodo ou em parte, seja por decisão unilateral da UFMS, por motivo de\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 5\n28/06/2024\nN° 8323\nPg. 306']","Para solicitar recurso administrativo, o estudante deverá preencher o formulário específico (Anexo III ou IV) e enviar por e-mail para sefi.proaes@ufms.br, com o título 'Recurso - Ações Afirmativas Carrefour'.",single_hop_specifc_query_synthesizer
Quais são as condições para a concessão de bolsas na UFMS?,"['7.6. Para solicitar recurso administrativo, o estudante deverá\npreencher o formulário especíﬁco (Anexo III ou IV), e enviar por \ne-mail\npara \nsefi.proaes@ufms.br\n, com o título “Recurso - Ações Aﬁrmativas\nCarrefour”.\n \n7.7. O resultado do recurso administrativo será publicado,\ninformando o motivo do deferimento ou indeferimento.\n \n7.8.  Caso haja desistência ou o surgimento de novas vagas,\npoderão ser chamados os estudantes que estejam em lista de espera.\n \n8. CONDIÇÕES DAS BOLSAS\n8.1. A  bolsa será concedida semestralmente, com pagamentos\nmensais, e sua renovação se dará até a conclusão do curso, observadas as\nseguintes condições, a serem verificadas pela Instituição de Ensino:\na) o estudante selecionado deverá concluir o curso no prazo\nrecomendado pela UFMS, sendo que eventuais pedidos de prorrogação\nde prazo de conclusão não serão contemplados pelas bolsas de estudo\nobjeto deste Acordo;\nb) o estudante selecionado não poderá ser reprovado em\nnenhuma disciplina; e\nc) o estudante deverá obedecer à frequência mínima do\ncurso de graduação ou programa de pós-graduação exigida pela\nInstituição de Ensino.\n \n8.1.1. Havendo casos em que o estudante seja afastado devido\nà licença maternidade ou questões de saúde, a UFMS comunicará\nimediatamente a Instituição Gestora, para que sejam tomadas as\nprovidências necessárias para andamento da bolsa.\n \n8.2. A partir da seleção dos estudantes pela UFMS, o valor das\nbolsas de permanência será pago diretamente ao estudante pela Instituição\nGestora, mensalmente, com base nos relatórios periódicos a serem\nemitidos pela UFMS.\n \n8.3. Para ﬁns dos pagamentos estabelecidos na cláusula 8.2, a\nUFMS deverá disponibilizar, semestralmente, à Instituição Gestora, relatório\ncom os dados dos estudantes cujo desempenho e presença atendem aos\nrequisitos necessários da Instituição de Ensino, para continuidade do curso\nde graduação ou programa de pós-graduação, para ﬁns de continuidade do\nrepasse mensal dos valores e renovação semestral das bolsas.\n \n9. DA REVOGAÇÃO OU ANULAÇÃO DO EDITAL\n9.1. A qualquer tempo, este Edital poderá ser suspenso, no\ntodo ou em parte, seja por decisão unilateral da UFMS, por motivo de\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 5\n28/06/2024\nN° 8323\nPg. 306']","As bolsas na UFMS serão concedidas semestralmente, com pagamentos mensais, e sua renovação ocorrerá até a conclusão do curso, desde que o estudante selecionado conclua o curso no prazo recomendado pela UFMS, não seja reprovado em nenhuma disciplina e obedeça à frequência mínima exigida pela Instituição de Ensino.",single_hop_specifc_query_synthesizer
O que é a Propp mencionada no edital?,"['interesse público, decretos governamentais ou exigência legal, em decisão\nfundamentada, sem que isso implique direitos à indenização ou à\nreclamação de qualquer natureza.\n \n10. DA IMPUGNAÇÃO DO EDITAL\n10.1. Decairá do direito de impugnar os termos deste Edital\nperante à UFMS aquele que, o tendo aceitado sem objeção, venha apontar,\ndepois do julgamento, eventuais falhas ou irregularidades que o tenham\nviciado, hipótese em que tal comunicação não terá efeito de recurso.\n10.2. A impugnação deverá ser dirigida à Proaes, mediante\ndocumento formalizado e encaminhado por \ne- mail \nao\ngab.proaes@ufms.br\n.\n10.3. O estudante que aderir às condições apresentadas neste\nEdital não poderá arguir qualquer vício ou irregularidade, sendo a\napresentação de sua inscrição considerada como concordância irretratável\nnas condições aqui estabelecidas.\n \n11. DA CLÁUSULA DE RESERVA\n11.1. À Proaes, Prograd e Propp, reserva-se o direito de\narbitrar sobre os casos omissos e as situações não previstas no presente\nEdital.\n \n12. DISPOSIÇÕES GERAIS\n12.1. As informações prestadas e o cumprimento dos prazos\nsão de inteira responsabilidade do estudante.\n12.2. A informação falsa fornecida pelo estudante acarretará no\ncancelamento da bolsa, caso ainda não tenha ocorrido, além da aplicação\ndas sanções administrativas, civis e criminais cabíveis, observados o\ncontraditório e a ampla defesa.\n12.3. O pagamento das bolsas está condicionado ao repasse\nfinanceiro do Grupo Carrefour.\n12.4. Esclarecimentos e informações adicionais poderão ser\nobtidas por correio eletrônico para \nsefi.proaes@ufms.br\n, com o assunto\n""Edital Ações Afirmativas Carrefour"".\n12.5. Os casos omissos neste Edital serão resolvidos pela\nProaes, juntamente com a Prograd e a Propp, observados os princípios e\nnormas legais vigentes.\n \nALBERT SCHIAVETO DE SOUZA,\nPró-Reitor de Assuntos Estudantis.\n \nCRISTIANO COSTA ARGEMON VIEIRA,\nPró-Reitor de Graduação.\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 6\n28/06/2024\nN° 8323\nPg. 307']","A Propp, mencionada no edital, refere-se a um órgão que, juntamente com a Proaes e Prograd, reserva-se o direito de arbitrar sobre os casos omissos e as situações não previstas no presente Edital.",single_hop_specifc_query_synthesizer
O que é a Propp e qual é o seu papel no contexto do edital mencionado?,"['interesse público, decretos governamentais ou exigência legal, em decisão\nfundamentada, sem que isso implique direitos à indenização ou à\nreclamação de qualquer natureza.\n \n10. DA IMPUGNAÇÃO DO EDITAL\n10.1. Decairá do direito de impugnar os termos deste Edital\nperante à UFMS aquele que, o tendo aceitado sem objeção, venha apontar,\ndepois do julgamento, eventuais falhas ou irregularidades que o tenham\nviciado, hipótese em que tal comunicação não terá efeito de recurso.\n10.2. A impugnação deverá ser dirigida à Proaes, mediante\ndocumento formalizado e encaminhado por \ne- mail \nao\ngab.proaes@ufms.br\n.\n10.3. O estudante que aderir às condições apresentadas neste\nEdital não poderá arguir qualquer vício ou irregularidade, sendo a\napresentação de sua inscrição considerada como concordância irretratável\nnas condições aqui estabelecidas.\n \n11. DA CLÁUSULA DE RESERVA\n11.1. À Proaes, Prograd e Propp, reserva-se o direito de\narbitrar sobre os casos omissos e as situações não previstas no presente\nEdital.\n \n12. DISPOSIÇÕES GERAIS\n12.1. As informações prestadas e o cumprimento dos prazos\nsão de inteira responsabilidade do estudante.\n12.2. A informação falsa fornecida pelo estudante acarretará no\ncancelamento da bolsa, caso ainda não tenha ocorrido, além da aplicação\ndas sanções administrativas, civis e criminais cabíveis, observados o\ncontraditório e a ampla defesa.\n12.3. O pagamento das bolsas está condicionado ao repasse\nfinanceiro do Grupo Carrefour.\n12.4. Esclarecimentos e informações adicionais poderão ser\nobtidas por correio eletrônico para \nsefi.proaes@ufms.br\n, com o assunto\n""Edital Ações Afirmativas Carrefour"".\n12.5. Os casos omissos neste Edital serão resolvidos pela\nProaes, juntamente com a Prograd e a Propp, observados os princípios e\nnormas legais vigentes.\n \nALBERT SCHIAVETO DE SOUZA,\nPró-Reitor de Assuntos Estudantis.\n \nCRISTIANO COSTA ARGEMON VIEIRA,\nPró-Reitor de Graduação.\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 6\n28/06/2024\nN° 8323\nPg. 307']","A Propp, mencionada no edital, é uma das entidades que reserva o direito de arbitrar sobre os casos omissos e as situações não previstas no presente edital. Ela atua em conjunto com a Proaes e a Prograd para resolver questões relacionadas ao edital.",single_hop_specifc_query_synthesizer
O que é o Decreto nº 10.543 e qual é a sua importância no contexto dos documentos universitários?,"['MARIA LIGIA RODRIGUES MACEDO,\nPró-Reitora de Pesquisa e Pós-Graduação.\nDocumento assinado eletronicamente por\nAlbert Schiaveto de Souza\n, \nPró-Reitor(a)\n,\nem 27/06/2024, às 15:43, conforme horário\noficial de Mato Grosso do Sul, com\nfundamento no § 3º do art. 4º do \nDecreto nº\n10.543, de 13 de novembro de 2020\n.\nDocumento assinado eletronicamente por\nCristiano Costa Argemon Vieira\n, \nPró-\nReitor(a)\n, em 27/06/2024, às 16:33,\nconforme horário oficial de Mato Grosso do\nSul, com fundamento no § 3º do art. 4º do\nDecreto nº 10.543, de 13 de novembro de\n2020\n.\nDocumento assinado eletronicamente por\nMaria Ligia Rodrigues Macedo\n, \nPró-\nReitor(a)\n, em 27/06/2024, às 16:53,\nconforme horário oficial de Mato Grosso do\nSul, com fundamento no § 3º do art. 4º do\nDecreto nº 10.543, de 13 de novembro de\n2020\n.\nA autenticidade deste documento pode ser conferida no site\nhttps://sei.ufms.br/sei/controlador_externo.php?\nacao=documento_conferir&id_orgao_acesso_externo=0\n,\ninformando o código verificador \n4924243\n e o código CRC\nD8C9203F\n.\nGABINETE DA PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS\nAv Costa e Silva, s/nº - Cidade Universitária\nFone: \nCEP 79070-900 - Campo Grande - MS\nReferência:\n Processo nº 23104.008515/2024-71\nSEI nº 4924243\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 7\n28/06/2024\nN° 8323\nPg. 308']","O Decreto nº 10.543, de 13 de novembro de 2020, é mencionado como fundamento no § 3º do art. 4º em documentos assinados eletronicamente por pró-reitores da universidade. Ele é relevante para a formalização e autenticidade dos documentos universitários, como evidenciado pela citação em várias assinaturas eletrônicas datadas de 27/06/2024.",single_hop_specifc_query_synthesizer
O que é MS?,"['MARIA LIGIA RODRIGUES MACEDO,\nPró-Reitora de Pesquisa e Pós-Graduação.\nDocumento assinado eletronicamente por\nAlbert Schiaveto de Souza\n, \nPró-Reitor(a)\n,\nem 27/06/2024, às 15:43, conforme horário\noficial de Mato Grosso do Sul, com\nfundamento no § 3º do art. 4º do \nDecreto nº\n10.543, de 13 de novembro de 2020\n.\nDocumento assinado eletronicamente por\nCristiano Costa Argemon Vieira\n, \nPró-\nReitor(a)\n, em 27/06/2024, às 16:33,\nconforme horário oficial de Mato Grosso do\nSul, com fundamento no § 3º do art. 4º do\nDecreto nº 10.543, de 13 de novembro de\n2020\n.\nDocumento assinado eletronicamente por\nMaria Ligia Rodrigues Macedo\n, \nPró-\nReitor(a)\n, em 27/06/2024, às 16:53,\nconforme horário oficial de Mato Grosso do\nSul, com fundamento no § 3º do art. 4º do\nDecreto nº 10.543, de 13 de novembro de\n2020\n.\nA autenticidade deste documento pode ser conferida no site\nhttps://sei.ufms.br/sei/controlador_externo.php?\nacao=documento_conferir&id_orgao_acesso_externo=0\n,\ninformando o código verificador \n4924243\n e o código CRC\nD8C9203F\n.\nGABINETE DA PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS\nAv Costa e Silva, s/nº - Cidade Universitária\nFone: \nCEP 79070-900 - Campo Grande - MS\nReferência:\n Processo nº 23104.008515/2024-71\nSEI nº 4924243\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 7\n28/06/2024\nN° 8323\nPg. 308']","MS refere-se a Mato Grosso do Sul, que é mencionado como o horário oficial no contexto do documento.",single_hop_specifc_query_synthesizer
Quais são as orientações para a participação em banca de verificação da autodeclaração de candidatos pretos ou pardos em Campo Grande (MS)?,"['Pró-Reitoria de Assuntos Estudantis - Proaes \nCidade Universitária, s/n - Fone: (67) 3345-7822 \nCEP: 79070-900 - Campo Grande (MS) \nhttps://proaes.ufms.br \n \n \n \nANEXO I- ORIENTAÇÕES PARA PARTICIPAÇÃO EM BANCA DE VERIFICAÇÃO DA VERACIDADE DA \nAUTODECLARAÇÃO DE CANDIDATOS PRETOS OU PARDOS. \n(Edital Proaes/Prograd/Propp/UFMS nº 9, de 27 de junho de 2024.) \n \n1. O candidato que não passou por banca de verificação no ingresso da graduação ou pós \ngraduação deverá enviar no ato da inscrição para Bolsa permanência a autodeclaração de \npessoa preta ou parda, devidamente preenchida (Anexo II), uma fotografia e um vídeo, \nconforme especificações abaixo. \n2. A fotografia deverá ser individual, recente, em formato JPG, com tamanho máximo de 3 \nMB e obedecer às seguintes orientações: \na) frontal, tirada a 1,5 metro do candidato, sentado com as mãos abertas sobre os joelhos; \nb) o ambiente deverá estar bem iluminado e com o fundo branco; \nc) sem qualquer maquiagem; \nd) sem óculos escuros; \ne) sem chapéu, boné ou gorro; \nf) sem uso filtros de edição; e \ng) cabelo naturalmente solto e sem qualquer adereço. 2.1. Nomear o arquivo da foto com o \nnome do candidato e ano atual, por exemplo: “nome do candidato_ano”. \n3. O vídeo deverá ser individual, recente e obedecer às seguintes orientações: \na) caso seja gravado utilizando celular, o aparelho deverá ser mantido na posição horizontal; \nb) utilizar ambiente interno para gravação, com boa iluminação; \nc) evitar entrada de luz por trás da imagem; \nd) posicionar-se, preferencialmente, em local com fundo branco; \ne) sem qualquer maquiagem; \nf) sem óculos escuros; \ng) sem chapéu, boné ou gorro; \nh) sem uso de filtros de edição; \ni) se necessário, utilizar fone de ouvido; e \nj) cabelo naturalmente solto e sem qualquer adereço. \nAnexo Edital Proaes/Prograd/Propp nº 9/2024 (4924320)         SEI 23104.008515/2024-71 / pg. 8\n28/06/2024\nN° 8323\nPg. 309']","As orientações para a participação em banca de verificação da autodeclaração de candidatos pretos ou pardos incluem que o candidato que não passou por banca de verificação no ingresso da graduação ou pós-graduação deve enviar, no ato da inscrição para Bolsa permanência, a autodeclaração de pessoa preta ou parda, devidamente preenchida, uma fotografia e um vídeo. A fotografia deve ser individual, recente, em formato JPG, com tamanho máximo de 3 MB, obedecendo a várias orientações, como ser frontal, tirada a 1,5 metro do candidato, em ambiente bem iluminado e com fundo branco, sem maquiagem, óculos escuros, chapéus ou adereços. O vídeo também deve ser individual e recente, gravado em ambiente interno com boa iluminação, seguindo orientações semelhantes, como evitar luz por trás da imagem e não usar maquiagem ou filtros de edição.",single_hop_specifc_query_synthesizer
O que é a Pró-Reitoria de Assuntos Estudantis?,"['Pró-Reitoria de Assuntos Estudantis - Proaes \nCidade Universitária, s/n - Fone: (67) 3345-7822 \nCEP: 79070-900 - Campo Grande (MS) \nhttps://proaes.ufms.br \n \n \n \nANEXO I- ORIENTAÇÕES PARA PARTICIPAÇÃO EM BANCA DE VERIFICAÇÃO DA VERACIDADE DA \nAUTODECLARAÇÃO DE CANDIDATOS PRETOS OU PARDOS. \n(Edital Proaes/Prograd/Propp/UFMS nº 9, de 27 de junho de 2024.) \n \n1. O candidato que não passou por banca de verificação no ingresso da graduação ou pós \ngraduação deverá enviar no ato da inscrição para Bolsa permanência a autodeclaração de \npessoa preta ou parda, devidamente preenchida (Anexo II), uma fotografia e um vídeo, \nconforme especificações abaixo. \n2. A fotografia deverá ser individual, recente, em formato JPG, com tamanho máximo de 3 \nMB e obedecer às seguintes orientações: \na) frontal, tirada a 1,5 metro do candidato, sentado com as mãos abertas sobre os joelhos; \nb) o ambiente deverá estar bem iluminado e com o fundo branco; \nc) sem qualquer maquiagem; \nd) sem óculos escuros; \ne) sem chapéu, boné ou gorro; \nf) sem uso filtros de edição; e \ng) cabelo naturalmente solto e sem qualquer adereço. 2.1. Nomear o arquivo da foto com o \nnome do candidato e ano atual, por exemplo: “nome do candidato_ano”. \n3. O vídeo deverá ser individual, recente e obedecer às seguintes orientações: \na) caso seja gravado utilizando celular, o aparelho deverá ser mantido na posição horizontal; \nb) utilizar ambiente interno para gravação, com boa iluminação; \nc) evitar entrada de luz por trás da imagem; \nd) posicionar-se, preferencialmente, em local com fundo branco; \ne) sem qualquer maquiagem; \nf) sem óculos escuros; \ng) sem chapéu, boné ou gorro; \nh) sem uso de filtros de edição; \ni) se necessário, utilizar fone de ouvido; e \nj) cabelo naturalmente solto e sem qualquer adereço. \nAnexo Edital Proaes/Prograd/Propp nº 9/2024 (4924320)         SEI 23104.008515/2024-71 / pg. 8\n28/06/2024\nN° 8323\nPg. 309']","A Pró-Reitoria de Assuntos Estudantis, também conhecida como Proaes, é um órgão da universidade localizado na Cidade Universitária, com o telefone (67) 3345-7822 e o CEP 79070-900 em Campo Grande (MS).",single_hop_specifc_query_synthesizer
