user_input,reference_contexts,reference,synthesizer_name
What are the requirements for participation in the university's program?,"['c) Para doutorado, no valor de R$ 5.000,00/mês (valor\nbruto, sujeito à dedução de eventuais impostos devidos).\n \n5. DOS REQUISITOS PARA PARTICIPAÇÃO\n5.1. Para a inscrição, seguindo os requisitos necessários\ndefinidos pela Concedente, o candidato deve:\na) estar regularmente matriculado entre o primeiro e o\npenúltimo ano dos cursos de graduação ou  dos cursos de mestrado e\nde doutorado da UFMS;\nb) ter cursado o ensino médio em escola pública ou em\nescola privada com bolsa de estudo integral;\nc) ser oriundo de família com renda igual ou inferior a um\nsalário-mínimo e meio \nper capita\n;\nd) não ocupar cargo ou emprego público, ou estar vinculado\na qualquer empresa, que realize ou possam realizar auditorias e\natividades de fiscalização no Grupo Carrefour;\ne) estar habilitado em processo de heteroidentificação; e\nf) possuir o perﬁl do estudante atualizado, incluindo o\nupload do CadÚnico.\n \n5.2. O procedimento de heteroidentiﬁcação já realizado para\ningresso no curso de graduação ou de programa de pós-graduação da\nUFMS é válido para este fim, sendo predominante o resultado obtido.\n \n5.3. Caso o candidato não tenha sido submetido ao\nprocedimento indicado no item 5.2., por ter ingressado em ampla\nconcorrência ou em vaga reservada diversa, deverá, no ato da inscrição,\napresentar autodeclaração - foto e vídeo de acordo com orientações dos\nAnexos I e II, a qual será veriﬁcada por Banca de Veriﬁcação da Veracidade\nde Autodeclaração.\n \n6. DAS INSCRIÇÕES\n6.1. Os interessados em concorrer às vagas oferecidas pelo\npresente Edital deverão efetuar sua inscrição \non-line\n no Sistema de\nInformação de Projetos da UFMS (SIGProj), no endereço eletrônico\nsigproj.ufms.br\n, até o período deﬁnido no Cronograma deste Edital (item 2),\ncom o preenchimento da ﬁcha de inscrição, e inclusão dos seguintes\ndocumentos:\na) Autodeclaração, \nlink\n do vídeo e foto conforme disposto\nno Anexo I deste Edital, caso não tenha sido submetido ao processo de\nheteroidentificação na UFMS;\nb) Folha Resumo do CadÚnico;\nc) Cópia do RG e CPF;\nd) Comprovante de matrícula 2024.1 ou 2024.2, se iniciado\no semestre letivo; e\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 3\n28/06/2024\nN° 8323\nPg. 304']","The candidate must be regularly enrolled between the first and penultimate year of undergraduate or graduate studies at UFMS, have attended public school or private school with full scholarship, be from a family with income equal to or less than one and a half minimum wages per capita, not occupy a public job or be linked to any company that performs or may perform audits and inspection activities in the Carrefour Group, be eligible for heteroidentification, and have an updated student profile including the upload of CadÚnico.",single_hop_specifc_query_synthesizer
What are the requirements for participation in the university notice?,"['c) Para doutorado, no valor de R$ 5.000,00/mês (valor\nbruto, sujeito à dedução de eventuais impostos devidos).\n \n5. DOS REQUISITOS PARA PARTICIPAÇÃO\n5.1. Para a inscrição, seguindo os requisitos necessários\ndefinidos pela Concedente, o candidato deve:\na) estar regularmente matriculado entre o primeiro e o\npenúltimo ano dos cursos de graduação ou  dos cursos de mestrado e\nde doutorado da UFMS;\nb) ter cursado o ensino médio em escola pública ou em\nescola privada com bolsa de estudo integral;\nc) ser oriundo de família com renda igual ou inferior a um\nsalário-mínimo e meio \nper capita\n;\nd) não ocupar cargo ou emprego público, ou estar vinculado\na qualquer empresa, que realize ou possam realizar auditorias e\natividades de fiscalização no Grupo Carrefour;\ne) estar habilitado em processo de heteroidentificação; e\nf) possuir o perﬁl do estudante atualizado, incluindo o\nupload do CadÚnico.\n \n5.2. O procedimento de heteroidentiﬁcação já realizado para\ningresso no curso de graduação ou de programa de pós-graduação da\nUFMS é válido para este fim, sendo predominante o resultado obtido.\n \n5.3. Caso o candidato não tenha sido submetido ao\nprocedimento indicado no item 5.2., por ter ingressado em ampla\nconcorrência ou em vaga reservada diversa, deverá, no ato da inscrição,\napresentar autodeclaração - foto e vídeo de acordo com orientações dos\nAnexos I e II, a qual será veriﬁcada por Banca de Veriﬁcação da Veracidade\nde Autodeclaração.\n \n6. DAS INSCRIÇÕES\n6.1. Os interessados em concorrer às vagas oferecidas pelo\npresente Edital deverão efetuar sua inscrição \non-line\n no Sistema de\nInformação de Projetos da UFMS (SIGProj), no endereço eletrônico\nsigproj.ufms.br\n, até o período deﬁnido no Cronograma deste Edital (item 2),\ncom o preenchimento da ﬁcha de inscrição, e inclusão dos seguintes\ndocumentos:\na) Autodeclaração, \nlink\n do vídeo e foto conforme disposto\nno Anexo I deste Edital, caso não tenha sido submetido ao processo de\nheteroidentificação na UFMS;\nb) Folha Resumo do CadÚnico;\nc) Cópia do RG e CPF;\nd) Comprovante de matrícula 2024.1 ou 2024.2, se iniciado\no semestre letivo; e\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 3\n28/06/2024\nN° 8323\nPg. 304']","The candidate must be regularly enrolled between the first and penultimate year of undergraduate or graduate courses, have attended public school or private school with full scholarship, be from a family with income equal to or less than one and a half minimum wages per capita, not occupy a public job or be linked to any company that performs or may perform audits and inspection activities in the Carrefour Group, be eligible in the heteroidentification process, and have an updated student profile including the upload of CadÚnico.",single_hop_specifc_query_synthesizer
What documents are required for the student to be eligible for the university notice?,"['e) Comprovante ou Certiﬁcado de Conclusão do Ensino\nMédio em escola pública ou privada com bolsa de estudo integral.\n \n6.2. O correto preenchimento da Ficha de Inscrição e a inclusão\ndos documentos são de inteira responsabilidade do estudante.\n \n6.3. A inscrição implicará no seu declarado conhecimento e\ntácita aceitação das regras, exigências e condições estabelecidas neste\nEdital.\n \n7. DO PROCESSO SELETIVO, CLASSIFICAÇÃO, CRITÉRIOS\nDE DESEMPATE, RESULTADO E RECURSO\n7.1. Os inscritos serão classiﬁcados de acordo com distribuição\nde vagas descrita no item 3.1 deste Edital.\n \n7.2. Os critérios para classiﬁcação dos inscritos seguirão os\nindicadores de renda \nper capita\n, de acordo com a pontuação do quadro\ndo item 7.3, tendo maior pontuação os candidatos com menor renda \nper\ncapita\n.\n \n7.3. Renda \nPer Capita\n (RPC): A pontuação, conforme quadro\nabaixo, corresponderá à renda \nper capita\n familiar constante na folha\nresumo do Cadastro Único (CadÚnico) do Governo Federal, que deverá\nestar registrada no perﬁl do estudante no Siscad, para graduação, e no\nSigpós, para pós-graduação.\n \nPontuação por Renda \nPer Capita\n (RPC):\nRenda Per Capita\n(RPC)\nPontuação\naté meio salário mínimo\nvigente\n10\nentre meio e um salário\nmínimo vigente\n5\nentre um e um e meio\nsalário mínimo vigente\n0\n \n7.4. Serão critérios utilizados em caso de empate na pontuação:\na) menor renda familiar;\nb) notas  de ingresso (Enem, Vestibular, Classiﬁcação ﬁnal\nno vestibular, Doutorado, Mestrado e etc.); e\nc) maior Índice de Rendimento Acadêmico.\n \n7.5. A Proaes será responsável por homologar o resultado\nfinal, por meio de Edital.\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 4\n28/06/2024\nN° 8323\nPg. 305']",The student needs to provide a Comprovante or Certificado de Conclusão do Ensino Médio in escola pública ou privada com bolsa de estudo integral.,single_hop_specifc_query_synthesizer
What documents are required for university enrollment?,"['e) Comprovante ou Certiﬁcado de Conclusão do Ensino\nMédio em escola pública ou privada com bolsa de estudo integral.\n \n6.2. O correto preenchimento da Ficha de Inscrição e a inclusão\ndos documentos são de inteira responsabilidade do estudante.\n \n6.3. A inscrição implicará no seu declarado conhecimento e\ntácita aceitação das regras, exigências e condições estabelecidas neste\nEdital.\n \n7. DO PROCESSO SELETIVO, CLASSIFICAÇÃO, CRITÉRIOS\nDE DESEMPATE, RESULTADO E RECURSO\n7.1. Os inscritos serão classiﬁcados de acordo com distribuição\nde vagas descrita no item 3.1 deste Edital.\n \n7.2. Os critérios para classiﬁcação dos inscritos seguirão os\nindicadores de renda \nper capita\n, de acordo com a pontuação do quadro\ndo item 7.3, tendo maior pontuação os candidatos com menor renda \nper\ncapita\n.\n \n7.3. Renda \nPer Capita\n (RPC): A pontuação, conforme quadro\nabaixo, corresponderá à renda \nper capita\n familiar constante na folha\nresumo do Cadastro Único (CadÚnico) do Governo Federal, que deverá\nestar registrada no perﬁl do estudante no Siscad, para graduação, e no\nSigpós, para pós-graduação.\n \nPontuação por Renda \nPer Capita\n (RPC):\nRenda Per Capita\n(RPC)\nPontuação\naté meio salário mínimo\nvigente\n10\nentre meio e um salário\nmínimo vigente\n5\nentre um e um e meio\nsalário mínimo vigente\n0\n \n7.4. Serão critérios utilizados em caso de empate na pontuação:\na) menor renda familiar;\nb) notas  de ingresso (Enem, Vestibular, Classiﬁcação ﬁnal\nno vestibular, Doutorado, Mestrado e etc.); e\nc) maior Índice de Rendimento Acadêmico.\n \n7.5. A Proaes será responsável por homologar o resultado\nfinal, por meio de Edital.\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 4\n28/06/2024\nN° 8323\nPg. 305']","The student needs to provide a Comprovante or Certificado de Conclusão do Ensino Médio, which is a certificate of completion of secondary education in a public or private school with full scholarship.",single_hop_specifc_query_synthesizer
Como solicitar recurso administrativo na universidade?,"['7.6. Para solicitar recurso administrativo, o estudante deverá\npreencher o formulário especíﬁco (Anexo III ou IV), e enviar por \ne-mail\npara \nsefi.proaes@ufms.br\n, com o título “Recurso - Ações Aﬁrmativas\nCarrefour”.\n \n7.7. O resultado do recurso administrativo será publicado,\ninformando o motivo do deferimento ou indeferimento.\n \n7.8.  Caso haja desistência ou o surgimento de novas vagas,\npoderão ser chamados os estudantes que estejam em lista de espera.\n \n8. CONDIÇÕES DAS BOLSAS\n8.1. A  bolsa será concedida semestralmente, com pagamentos\nmensais, e sua renovação se dará até a conclusão do curso, observadas as\nseguintes condições, a serem verificadas pela Instituição de Ensino:\na) o estudante selecionado deverá concluir o curso no prazo\nrecomendado pela UFMS, sendo que eventuais pedidos de prorrogação\nde prazo de conclusão não serão contemplados pelas bolsas de estudo\nobjeto deste Acordo;\nb) o estudante selecionado não poderá ser reprovado em\nnenhuma disciplina; e\nc) o estudante deverá obedecer à frequência mínima do\ncurso de graduação ou programa de pós-graduação exigida pela\nInstituição de Ensino.\n \n8.1.1. Havendo casos em que o estudante seja afastado devido\nà licença maternidade ou questões de saúde, a UFMS comunicará\nimediatamente a Instituição Gestora, para que sejam tomadas as\nprovidências necessárias para andamento da bolsa.\n \n8.2. A partir da seleção dos estudantes pela UFMS, o valor das\nbolsas de permanência será pago diretamente ao estudante pela Instituição\nGestora, mensalmente, com base nos relatórios periódicos a serem\nemitidos pela UFMS.\n \n8.3. Para ﬁns dos pagamentos estabelecidos na cláusula 8.2, a\nUFMS deverá disponibilizar, semestralmente, à Instituição Gestora, relatório\ncom os dados dos estudantes cujo desempenho e presença atendem aos\nrequisitos necessários da Instituição de Ensino, para continuidade do curso\nde graduação ou programa de pós-graduação, para ﬁns de continuidade do\nrepasse mensal dos valores e renovação semestral das bolsas.\n \n9. DA REVOGAÇÃO OU ANULAÇÃO DO EDITAL\n9.1. A qualquer tempo, este Edital poderá ser suspenso, no\ntodo ou em parte, seja por decisão unilateral da UFMS, por motivo de\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 5\n28/06/2024\nN° 8323\nPg. 306']","Para solicitar recurso administrativo, o estudante deverá preencher o formulário especíﬁco (Anexo III ou IV), e enviar por e-mail para sefi.proaes@ufms.br, com o título “Recurso - Ações Aﬁrmativas Carrefour”.",single_hop_specifc_query_synthesizer
Como eu posso solicitar recurso administrativo na universidade?,"['7.6. Para solicitar recurso administrativo, o estudante deverá\npreencher o formulário especíﬁco (Anexo III ou IV), e enviar por \ne-mail\npara \nsefi.proaes@ufms.br\n, com o título “Recurso - Ações Aﬁrmativas\nCarrefour”.\n \n7.7. O resultado do recurso administrativo será publicado,\ninformando o motivo do deferimento ou indeferimento.\n \n7.8.  Caso haja desistência ou o surgimento de novas vagas,\npoderão ser chamados os estudantes que estejam em lista de espera.\n \n8. CONDIÇÕES DAS BOLSAS\n8.1. A  bolsa será concedida semestralmente, com pagamentos\nmensais, e sua renovação se dará até a conclusão do curso, observadas as\nseguintes condições, a serem verificadas pela Instituição de Ensino:\na) o estudante selecionado deverá concluir o curso no prazo\nrecomendado pela UFMS, sendo que eventuais pedidos de prorrogação\nde prazo de conclusão não serão contemplados pelas bolsas de estudo\nobjeto deste Acordo;\nb) o estudante selecionado não poderá ser reprovado em\nnenhuma disciplina; e\nc) o estudante deverá obedecer à frequência mínima do\ncurso de graduação ou programa de pós-graduação exigida pela\nInstituição de Ensino.\n \n8.1.1. Havendo casos em que o estudante seja afastado devido\nà licença maternidade ou questões de saúde, a UFMS comunicará\nimediatamente a Instituição Gestora, para que sejam tomadas as\nprovidências necessárias para andamento da bolsa.\n \n8.2. A partir da seleção dos estudantes pela UFMS, o valor das\nbolsas de permanência será pago diretamente ao estudante pela Instituição\nGestora, mensalmente, com base nos relatórios periódicos a serem\nemitidos pela UFMS.\n \n8.3. Para ﬁns dos pagamentos estabelecidos na cláusula 8.2, a\nUFMS deverá disponibilizar, semestralmente, à Instituição Gestora, relatório\ncom os dados dos estudantes cujo desempenho e presença atendem aos\nrequisitos necessários da Instituição de Ensino, para continuidade do curso\nde graduação ou programa de pós-graduação, para ﬁns de continuidade do\nrepasse mensal dos valores e renovação semestral das bolsas.\n \n9. DA REVOGAÇÃO OU ANULAÇÃO DO EDITAL\n9.1. A qualquer tempo, este Edital poderá ser suspenso, no\ntodo ou em parte, seja por decisão unilateral da UFMS, por motivo de\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 5\n28/06/2024\nN° 8323\nPg. 306']","Para solicitar recurso administrativo, o estudante deverá preencher o formulário especíﬁco (Anexo III ou IV), e enviar por e-mail para sefi.proaes@ufms.br, com o título “Recurso - Ações Aﬁrmativas Carrefour”.",single_hop_specifc_query_synthesizer
What happens if I give up on the terms of this Edital without saying anything?,"['interesse público, decretos governamentais ou exigência legal, em decisão\nfundamentada, sem que isso implique direitos à indenização ou à\nreclamação de qualquer natureza.\n \n10. DA IMPUGNAÇÃO DO EDITAL\n10.1. Decairá do direito de impugnar os termos deste Edital\nperante à UFMS aquele que, o tendo aceitado sem objeção, venha apontar,\ndepois do julgamento, eventuais falhas ou irregularidades que o tenham\nviciado, hipótese em que tal comunicação não terá efeito de recurso.\n10.2. A impugnação deverá ser dirigida à Proaes, mediante\ndocumento formalizado e encaminhado por \ne- mail \nao\ngab.proaes@ufms.br\n.\n10.3. O estudante que aderir às condições apresentadas neste\nEdital não poderá arguir qualquer vício ou irregularidade, sendo a\napresentação de sua inscrição considerada como concordância irretratável\nnas condições aqui estabelecidas.\n \n11. DA CLÁUSULA DE RESERVA\n11.1. À Proaes, Prograd e Propp, reserva-se o direito de\narbitrar sobre os casos omissos e as situações não previstas no presente\nEdital.\n \n12. DISPOSIÇÕES GERAIS\n12.1. As informações prestadas e o cumprimento dos prazos\nsão de inteira responsabilidade do estudante.\n12.2. A informação falsa fornecida pelo estudante acarretará no\ncancelamento da bolsa, caso ainda não tenha ocorrido, além da aplicação\ndas sanções administrativas, civis e criminais cabíveis, observados o\ncontraditório e a ampla defesa.\n12.3. O pagamento das bolsas está condicionado ao repasse\nfinanceiro do Grupo Carrefour.\n12.4. Esclarecimentos e informações adicionais poderão ser\nobtidas por correio eletrônico para \nsefi.proaes@ufms.br\n, com o assunto\n""Edital Ações Afirmativas Carrefour"".\n12.5. Os casos omissos neste Edital serão resolvidos pela\nProaes, juntamente com a Prograd e a Propp, observados os princípios e\nnormas legais vigentes.\n \nALBERT SCHIAVETO DE SOUZA,\nPró-Reitor de Assuntos Estudantis.\n \nCRISTIANO COSTA ARGEMON VIEIRA,\nPró-Reitor de Graduação.\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 6\n28/06/2024\nN° 8323\nPg. 307']","Decairá do direito de impugnar os termos deste Edital perante à UFMS aquele que, o tendo aceitado sem objeção, venha apontar, depois do julgamento, eventuais falhas ou irregularidades que o tenham viciado, hipótese em que tal comunicação não terá efeito de recurso.",single_hop_specifc_query_synthesizer
What are the consequences of providing false information as a student?,"['interesse público, decretos governamentais ou exigência legal, em decisão\nfundamentada, sem que isso implique direitos à indenização ou à\nreclamação de qualquer natureza.\n \n10. DA IMPUGNAÇÃO DO EDITAL\n10.1. Decairá do direito de impugnar os termos deste Edital\nperante à UFMS aquele que, o tendo aceitado sem objeção, venha apontar,\ndepois do julgamento, eventuais falhas ou irregularidades que o tenham\nviciado, hipótese em que tal comunicação não terá efeito de recurso.\n10.2. A impugnação deverá ser dirigida à Proaes, mediante\ndocumento formalizado e encaminhado por \ne- mail \nao\ngab.proaes@ufms.br\n.\n10.3. O estudante que aderir às condições apresentadas neste\nEdital não poderá arguir qualquer vício ou irregularidade, sendo a\napresentação de sua inscrição considerada como concordância irretratável\nnas condições aqui estabelecidas.\n \n11. DA CLÁUSULA DE RESERVA\n11.1. À Proaes, Prograd e Propp, reserva-se o direito de\narbitrar sobre os casos omissos e as situações não previstas no presente\nEdital.\n \n12. DISPOSIÇÕES GERAIS\n12.1. As informações prestadas e o cumprimento dos prazos\nsão de inteira responsabilidade do estudante.\n12.2. A informação falsa fornecida pelo estudante acarretará no\ncancelamento da bolsa, caso ainda não tenha ocorrido, além da aplicação\ndas sanções administrativas, civis e criminais cabíveis, observados o\ncontraditório e a ampla defesa.\n12.3. O pagamento das bolsas está condicionado ao repasse\nfinanceiro do Grupo Carrefour.\n12.4. Esclarecimentos e informações adicionais poderão ser\nobtidas por correio eletrônico para \nsefi.proaes@ufms.br\n, com o assunto\n""Edital Ações Afirmativas Carrefour"".\n12.5. Os casos omissos neste Edital serão resolvidos pela\nProaes, juntamente com a Prograd e a Propp, observados os princípios e\nnormas legais vigentes.\n \nALBERT SCHIAVETO DE SOUZA,\nPró-Reitor de Assuntos Estudantis.\n \nCRISTIANO COSTA ARGEMON VIEIRA,\nPró-Reitor de Graduação.\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 6\n28/06/2024\nN° 8323\nPg. 307']","The provision of false information by the student will result in the cancellation of the scholarship, if it has not already occurred, and will also lead to the application of administrative, civil, and criminal sanctions, with due observance of the right to defense and appeal.",single_hop_specifc_query_synthesizer
Who is the Pró-Reitora of Pesquisa e Pós-Graduação?,"['MARIA LIGIA RODRIGUES MACEDO,\nPró-Reitora de Pesquisa e Pós-Graduação.\nDocumento assinado eletronicamente por\nAlbert Schiaveto de Souza\n, \nPró-Reitor(a)\n,\nem 27/06/2024, às 15:43, conforme horário\noficial de Mato Grosso do Sul, com\nfundamento no § 3º do art. 4º do \nDecreto nº\n10.543, de 13 de novembro de 2020\n.\nDocumento assinado eletronicamente por\nCristiano Costa Argemon Vieira\n, \nPró-\nReitor(a)\n, em 27/06/2024, às 16:33,\nconforme horário oficial de Mato Grosso do\nSul, com fundamento no § 3º do art. 4º do\nDecreto nº 10.543, de 13 de novembro de\n2020\n.\nDocumento assinado eletronicamente por\nMaria Ligia Rodrigues Macedo\n, \nPró-\nReitor(a)\n, em 27/06/2024, às 16:53,\nconforme horário oficial de Mato Grosso do\nSul, com fundamento no § 3º do art. 4º do\nDecreto nº 10.543, de 13 de novembro de\n2020\n.\nA autenticidade deste documento pode ser conferida no site\nhttps://sei.ufms.br/sei/controlador_externo.php?\nacao=documento_conferir&id_orgao_acesso_externo=0\n,\ninformando o código verificador \n4924243\n e o código CRC\nD8C9203F\n.\nGABINETE DA PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS\nAv Costa e Silva, s/nº - Cidade Universitária\nFone: \nCEP 79070-900 - Campo Grande - MS\nReferência:\n Processo nº 23104.008515/2024-71\nSEI nº 4924243\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 7\n28/06/2024\nN° 8323\nPg. 308']",MARIA LIGIA RODRIGUES MACEDO is the Pró-Reitora of Pesquisa e Pós-Graduação.,single_hop_specifc_query_synthesizer
What is the reference number for this document?,"['MARIA LIGIA RODRIGUES MACEDO,\nPró-Reitora de Pesquisa e Pós-Graduação.\nDocumento assinado eletronicamente por\nAlbert Schiaveto de Souza\n, \nPró-Reitor(a)\n,\nem 27/06/2024, às 15:43, conforme horário\noficial de Mato Grosso do Sul, com\nfundamento no § 3º do art. 4º do \nDecreto nº\n10.543, de 13 de novembro de 2020\n.\nDocumento assinado eletronicamente por\nCristiano Costa Argemon Vieira\n, \nPró-\nReitor(a)\n, em 27/06/2024, às 16:33,\nconforme horário oficial de Mato Grosso do\nSul, com fundamento no § 3º do art. 4º do\nDecreto nº 10.543, de 13 de novembro de\n2020\n.\nDocumento assinado eletronicamente por\nMaria Ligia Rodrigues Macedo\n, \nPró-\nReitor(a)\n, em 27/06/2024, às 16:53,\nconforme horário oficial de Mato Grosso do\nSul, com fundamento no § 3º do art. 4º do\nDecreto nº 10.543, de 13 de novembro de\n2020\n.\nA autenticidade deste documento pode ser conferida no site\nhttps://sei.ufms.br/sei/controlador_externo.php?\nacao=documento_conferir&id_orgao_acesso_externo=0\n,\ninformando o código verificador \n4924243\n e o código CRC\nD8C9203F\n.\nGABINETE DA PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS\nAv Costa e Silva, s/nº - Cidade Universitária\nFone: \nCEP 79070-900 - Campo Grande - MS\nReferência:\n Processo nº 23104.008515/2024-71\nSEI nº 4924243\nEdital GAB/PROAES 4924243         SEI 23104.008515/2024-71 / pg. 7\n28/06/2024\nN° 8323\nPg. 308']",The reference number for this document is Processo nº 23104.008515/2024-71 and SEI nº 4924243.,single_hop_specifc_query_synthesizer
What are the requirements for participating in the verification process of the authenticity of a candidate's self-declaration as black or brown?,"['Pró-Reitoria de Assuntos Estudantis - Proaes \nCidade Universitária, s/n - Fone: (67) 3345-7822 \nCEP: 79070-900 - Campo Grande (MS) \nhttps://proaes.ufms.br \n \n \n \nANEXO I- ORIENTAÇÕES PARA PARTICIPAÇÃO EM BANCA DE VERIFICAÇÃO DA VERACIDADE DA \nAUTODECLARAÇÃO DE CANDIDATOS PRETOS OU PARDOS. \n(Edital Proaes/Prograd/Propp/UFMS nº 9, de 27 de junho de 2024.) \n \n1. O candidato que não passou por banca de verificação no ingresso da graduação ou pós \ngraduação deverá enviar no ato da inscrição para Bolsa permanência a autodeclaração de \npessoa preta ou parda, devidamente preenchida (Anexo II), uma fotografia e um vídeo, \nconforme especificações abaixo. \n2. A fotografia deverá ser individual, recente, em formato JPG, com tamanho máximo de 3 \nMB e obedecer às seguintes orientações: \na) frontal, tirada a 1,5 metro do candidato, sentado com as mãos abertas sobre os joelhos; \nb) o ambiente deverá estar bem iluminado e com o fundo branco; \nc) sem qualquer maquiagem; \nd) sem óculos escuros; \ne) sem chapéu, boné ou gorro; \nf) sem uso filtros de edição; e \ng) cabelo naturalmente solto e sem qualquer adereço. 2.1. Nomear o arquivo da foto com o \nnome do candidato e ano atual, por exemplo: “nome do candidato_ano”. \n3. O vídeo deverá ser individual, recente e obedecer às seguintes orientações: \na) caso seja gravado utilizando celular, o aparelho deverá ser mantido na posição horizontal; \nb) utilizar ambiente interno para gravação, com boa iluminação; \nc) evitar entrada de luz por trás da imagem; \nd) posicionar-se, preferencialmente, em local com fundo branco; \ne) sem qualquer maquiagem; \nf) sem óculos escuros; \ng) sem chapéu, boné ou gorro; \nh) sem uso de filtros de edição; \ni) se necessário, utilizar fone de ouvido; e \nj) cabelo naturalmente solto e sem qualquer adereço. \nAnexo Edital Proaes/Prograd/Propp nº 9/2024 (4924320)         SEI 23104.008515/2024-71 / pg. 8\n28/06/2024\nN° 8323\nPg. 309']","The candidate who did not pass through the verification board at the time of graduation or post-graduation entry must send, along with their registration for Bolsa permanência, the autodeclaração de pessoa preta ou parda (self-declaration of being a black or brown person), duly filled out (Anexo II), a photograph and a video, in accordance with the specifications below.",single_hop_specifc_query_synthesizer
What is the address of Pró-Reitoria de Assuntos Estudantis - Proaes?,"['Pró-Reitoria de Assuntos Estudantis - Proaes \nCidade Universitária, s/n - Fone: (67) 3345-7822 \nCEP: 79070-900 - Campo Grande (MS) \nhttps://proaes.ufms.br \n \n \n \nANEXO I- ORIENTAÇÕES PARA PARTICIPAÇÃO EM BANCA DE VERIFICAÇÃO DA VERACIDADE DA \nAUTODECLARAÇÃO DE CANDIDATOS PRETOS OU PARDOS. \n(Edital Proaes/Prograd/Propp/UFMS nº 9, de 27 de junho de 2024.) \n \n1. O candidato que não passou por banca de verificação no ingresso da graduação ou pós \ngraduação deverá enviar no ato da inscrição para Bolsa permanência a autodeclaração de \npessoa preta ou parda, devidamente preenchida (Anexo II), uma fotografia e um vídeo, \nconforme especificações abaixo. \n2. A fotografia deverá ser individual, recente, em formato JPG, com tamanho máximo de 3 \nMB e obedecer às seguintes orientações: \na) frontal, tirada a 1,5 metro do candidato, sentado com as mãos abertas sobre os joelhos; \nb) o ambiente deverá estar bem iluminado e com o fundo branco; \nc) sem qualquer maquiagem; \nd) sem óculos escuros; \ne) sem chapéu, boné ou gorro; \nf) sem uso filtros de edição; e \ng) cabelo naturalmente solto e sem qualquer adereço. 2.1. Nomear o arquivo da foto com o \nnome do candidato e ano atual, por exemplo: “nome do candidato_ano”. \n3. O vídeo deverá ser individual, recente e obedecer às seguintes orientações: \na) caso seja gravado utilizando celular, o aparelho deverá ser mantido na posição horizontal; \nb) utilizar ambiente interno para gravação, com boa iluminação; \nc) evitar entrada de luz por trás da imagem; \nd) posicionar-se, preferencialmente, em local com fundo branco; \ne) sem qualquer maquiagem; \nf) sem óculos escuros; \ng) sem chapéu, boné ou gorro; \nh) sem uso de filtros de edição; \ni) se necessário, utilizar fone de ouvido; e \nj) cabelo naturalmente solto e sem qualquer adereço. \nAnexo Edital Proaes/Prograd/Propp nº 9/2024 (4924320)         SEI 23104.008515/2024-71 / pg. 8\n28/06/2024\nN° 8323\nPg. 309']","The address of Pró-Reitoria de Assuntos Estudantis - Proaes is Cidade Universitária, s/n - Fone: (67) 3345-7822, CEP: 79070-900 - Campo Grande (MS)",single_hop_specifc_query_synthesizer
