user_input,reference,reference_contexts
Quais são os critérios para ingresso por permuta interna na UFMS?,"O ingresso por permuta interna na UFMS ocorre com a troca permanente de curso da mesma área de conhecimento entre estudantes regulares, desde que cada um deles tenha sido aprovado em, pelo menos, duas componentes curriculares no curso em que está matriculado, não seja ingressante por permuta interna, e não esteja em processo de apuração investigativa ou disciplinar, ou punido por medidas disciplinares, antes do trânsito em julgado da decisão administrativa e cumprimento da penalidade.","['26/12/2021 22:12 SEI/UFMS - 3003041 - Resolução\nhttps://sei.ufms.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=3577703&infra_sistem… 6/25\n \n§ 7º O ingresso por permuta interna ocorre com a troca permanente de curso\nda mesma área de conhecimento entre estudantes regulares da UFMS, desde que cada um\ndeles:\nI - tenha sido aprovado em, pelo menos, duas componentes curriculares no\nCurso em que está matriculado;\nII - não seja ingressante por permuta interna; e\nIII - não esteja em processo de apuração inves\x00ga\x00va ou disciplinar, ou punido\npor medidas disciplinares, antes do trânsito em julgado da decisão administra\x00va e\ncumprimento da penalidade.\n \n§ 8º O ingresso por convênios ou outros instrumentos jurídicos de mesma\nnatureza, ﬁrmados com outros países, des\x00na-se aos estudantes estrangeiros que tenham\nconcluído o ensino médio ou equivalente, de acordo com a legislação especíﬁca,\nindependente da existência de vagas.\n \n§ 9º A matrícula cortesia des\x00na-se aos estudantes estrangeiros e seus\ndependentes que estejam em missões diplomá\x00cas ou atuem em repar\x00ções consulares e\norganismos internacionais, de acordo com a legislação especíﬁca, independente da existência\nde vagas.\n \n§ 10. O ingresso por transferência compulsória des\x00na-se aos estudantes\nregulares de ins\x00tuições nacionais de Ensino Superior, para prosseguimento de estudos do\ncurso de origem ou, não havendo este, para cursos da mesma área de conhecimento, de\nacordo com legislação especíﬁca, independente da existência de vagas, em razão de\ncomprovada remoção, de o\x00cio, de servidor público civil ou militar estudante.\n \n§ 11. O ingresso por mobilidade acadêmica des\x00na-se a estudantes regulares\nde outras ins\x00tuições, mediante instrumentos jurídicos de cooperação, com ins\x00tuições\nnacionais ou internacionais.\n \n§ 12. O ingresso para revalidação de diplomas consiste no cumprimento de\ncomponentes curriculares para complementação curricular, conforme indicação de Comissão\nespecíﬁca para esse ﬁm.\n \nArt. 19. Além do con\x00do nesta Resolução, poderão ser estabelecidos outros\ncritérios e procedimentos para ingresso no Curso de Graduação por meio de Programas\nEspeciais ou outros atos norma\x00vos.\n \nCAPÍTULO VII\nDO ESTUDANTE ESPECIAL\n \nArt. 20. É considerado Estudante Especial:\n27/12/2021\nN° 7697\nPg. 23']"
Quais são os critérios para o ingresso no Curso de Graduação segundo a Resolução da UFMS?,"Os critérios para o ingresso no Curso de Graduação incluem: para permuta interna, o estudante deve ter sido aprovado em, pelo menos, duas componentes curriculares no Curso em que está matriculado, não ser ingressante por permuta interna, e não estar em processo de apuração investigativa ou disciplinar. Para estudantes estrangeiros, o ingresso pode ocorrer por convênios, matrícula cortesia, transferência compulsória, mobilidade acadêmica, ou revalidação de diplomas, conforme a legislação específica e a existência de vagas.","['26/12/2021 22:12 SEI/UFMS - 3003041 - Resolução\nhttps://sei.ufms.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=3577703&infra_sistem… 6/25\n \n§ 7º O ingresso por permuta interna ocorre com a troca permanente de curso\nda mesma área de conhecimento entre estudantes regulares da UFMS, desde que cada um\ndeles:\nI - tenha sido aprovado em, pelo menos, duas componentes curriculares no\nCurso em que está matriculado;\nII - não seja ingressante por permuta interna; e\nIII - não esteja em processo de apuração inves\x00ga\x00va ou disciplinar, ou punido\npor medidas disciplinares, antes do trânsito em julgado da decisão administra\x00va e\ncumprimento da penalidade.\n \n§ 8º O ingresso por convênios ou outros instrumentos jurídicos de mesma\nnatureza, ﬁrmados com outros países, des\x00na-se aos estudantes estrangeiros que tenham\nconcluído o ensino médio ou equivalente, de acordo com a legislação especíﬁca,\nindependente da existência de vagas.\n \n§ 9º A matrícula cortesia des\x00na-se aos estudantes estrangeiros e seus\ndependentes que estejam em missões diplomá\x00cas ou atuem em repar\x00ções consulares e\norganismos internacionais, de acordo com a legislação especíﬁca, independente da existência\nde vagas.\n \n§ 10. O ingresso por transferência compulsória des\x00na-se aos estudantes\nregulares de ins\x00tuições nacionais de Ensino Superior, para prosseguimento de estudos do\ncurso de origem ou, não havendo este, para cursos da mesma área de conhecimento, de\nacordo com legislação especíﬁca, independente da existência de vagas, em razão de\ncomprovada remoção, de o\x00cio, de servidor público civil ou militar estudante.\n \n§ 11. O ingresso por mobilidade acadêmica des\x00na-se a estudantes regulares\nde outras ins\x00tuições, mediante instrumentos jurídicos de cooperação, com ins\x00tuições\nnacionais ou internacionais.\n \n§ 12. O ingresso para revalidação de diplomas consiste no cumprimento de\ncomponentes curriculares para complementação curricular, conforme indicação de Comissão\nespecíﬁca para esse ﬁm.\n \nArt. 19. Além do con\x00do nesta Resolução, poderão ser estabelecidos outros\ncritérios e procedimentos para ingresso no Curso de Graduação por meio de Programas\nEspeciais ou outros atos norma\x00vos.\n \nCAPÍTULO VII\nDO ESTUDANTE ESPECIAL\n \nArt. 20. É considerado Estudante Especial:\n27/12/2021\nN° 7697\nPg. 23']"
Quais são as condições e limitações para um Estudante Especial se matricular em disciplinas na UFMS?,"O Estudante Especial, na condição de portador de diploma, pode requerer matrícula em disciplinas nos Cursos de Graduação da UFMS, desde que haja vagas disponíveis. As condições incluem: matrícula em, no máximo, quatro disciplinas por período letivo na mesma Unidade de oferta, e matrícula em, no máximo, doze disciplinas, independentemente do resultado final. No entanto, o Estudante Especial não pode realizar matrícula em Atividades Complementares, Estágio Obrigatório e Trabalho de Conclusão de Curso, e a matrícula não confere direito à obtenção do título acadêmico.","['26/12/2021 22:12 SEI/UFMS - 3003041 - Resolução\nhttps://sei.ufms.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=3577703&infra_sistem… 7/25\nI - estudante par\x00cipante de programa de mobilidade acadêmica, com vínculo\nacadêmico em Curso de Graduação de outra Ins\x00tuição de Ensino Superior, com matrícula em\ndisciplinas isoladas em Cursos de Graduação da UFMS;\nII - estudante matriculado em disciplinas para ﬁns de revalidação de diploma\nexpedidos por universidades estrangeiras; e/ou\nIII – estudante matriculado em disciplinas isoladas, desde que portador de\ndiploma de graduação devidamente autorizado e reconhecido pelo órgão competente.\n \nArt. 21. Os critérios e os procedimentos referentes ao ingresso de estudante\nespecial serão estabelecidos por meio de ato norma\x00vo da Pró-Reitoria de Graduação.\n \nArt. 22. O Estudante Especial, na condição de portador de diploma, poderá\nrequerer matrícula em disciplinas nos Cursos de Graduação da UFMS, condicionada à\nexistência de vagas, nas seguintes condições:\nI - matrícula em, no máximo, quatro disciplinas por período le\x00vo na mesma\nUnidade de oferta, e\nII – matrícula em, no máximo, doze disciplinas, independente do resultado\nﬁnal.\n \nArt. 23. O Estudante Especial, na condição de portador de diploma, não poderá\nrealizar matrícula em A\x00vidades Complementares, Estágio Obrigatório e Trabalho de\nConclusão de Curso.\n \nArt. 24. A matrícula na condição de Estudante Especial não dá direito à\nobtenção do \x00tulo acadêmico.\n \nCAPÍTULO VIII\nDA MATRÍCULA DOS INGRESSANTES POR PROCESSOS SELETIVOS\n \nArt. 25. O candidato convocado em processos sele\x00vos deverá providenciar\ntoda a documentação e atender aos prazos, requisitos e condições previstas no Edital de\nConvocação para matrícula.\n \nParágrafo único. É de responsabilidade do estudante preencher e manter seus\ndados pessoais e de perﬁl atualizados no Sistema Acadêmico de Graduação (Siscad).\n \nArt. 26. A UFMS poderá, a qualquer momento, veriﬁcar a veracidade das\ninformações pessoais, da autodeclaração e dos dados socioeconômicos do estudante, bem\ncomo veriﬁcar o atendimento aos requisitos de ingresso.\n \nParágrafo único. O estudante poderá ter sua matrícula cancelada quando for\nconstatada, a qualquer tempo, informação fornecida em seu cadastro seja inverídica,\nrespeitado o direito de defesa e o devido processo legal.\n27/12/2021\nN° 7697\nPg. 24']"
Quais são os critérios estabelecidos no Art. 21 para o ingresso de estudante especial na UFMS?,O Art. 21 estabelece que os critérios e os procedimentos referentes ao ingresso de estudante especial serão definidos por meio de ato normativo da Pró-Reitoria de Graduação.,"['26/12/2021 22:12 SEI/UFMS - 3003041 - Resolução\nhttps://sei.ufms.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=3577703&infra_sistem… 7/25\nI - estudante par\x00cipante de programa de mobilidade acadêmica, com vínculo\nacadêmico em Curso de Graduação de outra Ins\x00tuição de Ensino Superior, com matrícula em\ndisciplinas isoladas em Cursos de Graduação da UFMS;\nII - estudante matriculado em disciplinas para ﬁns de revalidação de diploma\nexpedidos por universidades estrangeiras; e/ou\nIII – estudante matriculado em disciplinas isoladas, desde que portador de\ndiploma de graduação devidamente autorizado e reconhecido pelo órgão competente.\n \nArt. 21. Os critérios e os procedimentos referentes ao ingresso de estudante\nespecial serão estabelecidos por meio de ato norma\x00vo da Pró-Reitoria de Graduação.\n \nArt. 22. O Estudante Especial, na condição de portador de diploma, poderá\nrequerer matrícula em disciplinas nos Cursos de Graduação da UFMS, condicionada à\nexistência de vagas, nas seguintes condições:\nI - matrícula em, no máximo, quatro disciplinas por período le\x00vo na mesma\nUnidade de oferta, e\nII – matrícula em, no máximo, doze disciplinas, independente do resultado\nﬁnal.\n \nArt. 23. O Estudante Especial, na condição de portador de diploma, não poderá\nrealizar matrícula em A\x00vidades Complementares, Estágio Obrigatório e Trabalho de\nConclusão de Curso.\n \nArt. 24. A matrícula na condição de Estudante Especial não dá direito à\nobtenção do \x00tulo acadêmico.\n \nCAPÍTULO VIII\nDA MATRÍCULA DOS INGRESSANTES POR PROCESSOS SELETIVOS\n \nArt. 25. O candidato convocado em processos sele\x00vos deverá providenciar\ntoda a documentação e atender aos prazos, requisitos e condições previstas no Edital de\nConvocação para matrícula.\n \nParágrafo único. É de responsabilidade do estudante preencher e manter seus\ndados pessoais e de perﬁl atualizados no Sistema Acadêmico de Graduação (Siscad).\n \nArt. 26. A UFMS poderá, a qualquer momento, veriﬁcar a veracidade das\ninformações pessoais, da autodeclaração e dos dados socioeconômicos do estudante, bem\ncomo veriﬁcar o atendimento aos requisitos de ingresso.\n \nParágrafo único. O estudante poderá ter sua matrícula cancelada quando for\nconstatada, a qualquer tempo, informação fornecida em seu cadastro seja inverídica,\nrespeitado o direito de defesa e o devido processo legal.\n27/12/2021\nN° 7697\nPg. 24']"
O que é o vínculo acadêmico na UFMS e como ele começa?,O vínculo acadêmico do estudante com a UFMS terá início com a confirmação de sua matrícula no ato do ingresso.,"['26/12/2021 22:12 SEI/UFMS - 3003041 - Resolução\nhttps://sei.ufms.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=3577703&infra_sistem… 8/25\n \nArt. 27. O estudante ingressante deverá ser matriculado em todas as\ncomponentes curriculares disciplinares previstas para o primeiro período do curso, de acordo\ncom o Projeto Pedagógico de Curso ou Plano de Estudos.\n \nParágrafo único. O Plano de Estudos deverá ser elaborado nos casos de\nAproveitamento de Estudos ou para orientações especíﬁcas para pessoas com deﬁciência.\n \nCAPÍTULO IX\nDO VÍNCULO ACADÊMICO\n \nArt. 28. O vínculo acadêmico do estudante com a UFMS terá início com a\nconﬁrmação de sua matrícula no ato do ingresso.\n \n§ 1º Não é permi\x00da a matrícula regular em mais de um Curso de Graduação\nda UFMS ou em outra Ins\x00tuição Pública de Ensino Superior.\n \n§ 2º Ao realizar a matrícula, o estudante compromete-se a respeitar e cumprir\nas normas especíﬁcas, regimentais e estatutárias da UFMS e outros instrumentos jurídicos\nespecíﬁcos, de acordo com a forma de ingresso.\n \nArt. 29. A renovação do vínculo acadêmico é de responsabilidade do estudante.\n \nParágrafo único. O vínculo acadêmico deverá ser renovado mediante a\nmatrícula semestral em componentes curriculares, ou solicitação de afastamento, no prazo\nestabelecido no Calendário Acadêmico.\n \nCAPÍTULO X\nDA MATRÍCULA EM COMPONENTES CURRICULARES\n \nArt. 30. A matrícula em componentes curriculares é de responsabilidade do\nestudante por meio do Sistema Acadêmico de Graduação (Siscad), nos prazos estabelecidos\nno Calendário Acadêmico.\n \n§ 1º Caberá a Coordenação de Curso realizar a orientação e o\nacompanhamento da matrícula do estudante nas componentes curriculares.\n \n§ 2º A matrícula em períodos le\x00vos de verão e de inverno não será computada\nno tempo máximo para integralização curricular e possui caráter opcional.\n \n27/12/2021\nN° 7697\nPg. 25']"
O que é o Sistema Acadêmico de Graduação e como ele se relaciona com a matrícula dos estudantes na UFMS?,"O Sistema Acadêmico de Graduação (Siscad) é a plataforma pela qual o estudante é responsável por realizar a matrícula em componentes curriculares, conforme os prazos estabelecidos no Calendário Acadêmico. A Coordenação de Curso é responsável por orientar e acompanhar a matrícula do estudante nas componentes curriculares.","['26/12/2021 22:12 SEI/UFMS - 3003041 - Resolução\nhttps://sei.ufms.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=3577703&infra_sistem… 8/25\n \nArt. 27. O estudante ingressante deverá ser matriculado em todas as\ncomponentes curriculares disciplinares previstas para o primeiro período do curso, de acordo\ncom o Projeto Pedagógico de Curso ou Plano de Estudos.\n \nParágrafo único. O Plano de Estudos deverá ser elaborado nos casos de\nAproveitamento de Estudos ou para orientações especíﬁcas para pessoas com deﬁciência.\n \nCAPÍTULO IX\nDO VÍNCULO ACADÊMICO\n \nArt. 28. O vínculo acadêmico do estudante com a UFMS terá início com a\nconﬁrmação de sua matrícula no ato do ingresso.\n \n§ 1º Não é permi\x00da a matrícula regular em mais de um Curso de Graduação\nda UFMS ou em outra Ins\x00tuição Pública de Ensino Superior.\n \n§ 2º Ao realizar a matrícula, o estudante compromete-se a respeitar e cumprir\nas normas especíﬁcas, regimentais e estatutárias da UFMS e outros instrumentos jurídicos\nespecíﬁcos, de acordo com a forma de ingresso.\n \nArt. 29. A renovação do vínculo acadêmico é de responsabilidade do estudante.\n \nParágrafo único. O vínculo acadêmico deverá ser renovado mediante a\nmatrícula semestral em componentes curriculares, ou solicitação de afastamento, no prazo\nestabelecido no Calendário Acadêmico.\n \nCAPÍTULO X\nDA MATRÍCULA EM COMPONENTES CURRICULARES\n \nArt. 30. A matrícula em componentes curriculares é de responsabilidade do\nestudante por meio do Sistema Acadêmico de Graduação (Siscad), nos prazos estabelecidos\nno Calendário Acadêmico.\n \n§ 1º Caberá a Coordenação de Curso realizar a orientação e o\nacompanhamento da matrícula do estudante nas componentes curriculares.\n \n§ 2º A matrícula em períodos le\x00vos de verão e de inverno não será computada\nno tempo máximo para integralização curricular e possui caráter opcional.\n \n27/12/2021\nN° 7697\nPg. 25']"
O que é permitido ao estudante com trancamento de matrícula na UFMS durante o processo de matrícula?,É permitido ao estudante com trancamento de matrícula participar do processo de matrícula para o período letivo de verão ou inverno subsequente.,"['26/12/2021 22:12 SEI/UFMS - 3003041 - Resolução\nhttps://sei.ufms.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=3577703&infra_sistem… 9/25\n§ 3º É permi\x00do ao estudante com trancamento de matrícula par\x00cipar do\nprocesso de matrícula para o período le\x00vo de verão ou inverno subsequente.\n \nArt. 31. A matrícula em disciplinas depende do atendimento das seguintes\ncondições:\nI - cumprimento dos pré-requisitos exigidos para as disciplinas selecionadas,\nquando houver;\nII - existência de vagas nas disciplinas selecionadas; e\nIII - inexistência de conﬂito de horários entre as disciplinas selecionadas.\n \nParágrafo único. Não haverá restrição de compa\x00bilidade de horário de aulas\npara as matrículas de estudantes com dispensa de frequência.\n \nArt. 32. São garan\x00das aos estudantes as vagas nas disciplinas alocadas no seu\nperíodo de posicionamento, exceto quando houver pré-requisitos não cumpridos.\n \nParágrafo único. O posicionamento do estudante no curso corresponde à\nquan\x00dade de períodos le\x00vos em que o estudante regular mantém vínculo com a UFMS,\ndesde o seu ingresso, subtraindo-se a quan\x00dade de períodos em que a matrícula es\x00ver\ntrancada e os períodos de inverno e verão.  \n \nArt. 33. A matrícula em Estágio Obrigatório poderá ser realizada a qualquer\nmomento no ano, independente dos prazos estabelecidos no Calendário Acadêmico.\n \nArt. 34. Durante a matrícula, o estudante poderá selecionar disciplinas\noferecidas por outros cursos da UFMS, mediante a existência de vagas.\n \nParágrafo único. A disciplina não pertencente à estrutura curricular do curso\nserá registrada como opta\x00va.\n \nArt. 35. Não haverá restrição de compa\x00bilidade de horário de aulas para a\nrealização de Componentes Curriculares Não Disciplinares.\n \nArt. 36. Os critérios e os procedimentos referentes à matrícula de componentes\ncurriculares serão estabelecidos por meio de ato norma\x00vo do Pró-Reitor de Graduação.\n \nArt. 37. Na ausência de renovação de vínculo do estudante em curso de\ngraduação, a matrícula automá\x00ca, que consiste na matrícula em disciplina opta\x00va\nespecíﬁca, ocorrerá por no máximo dois semestres não consecu\x00vos.\n \n§ 1º Não é permi\x00do o cancelamento da matrícula automá\x00ca.\n27/12/2021\nN° 7697\nPg. 26']"
Quais são as condições necessárias para a matrícula em disciplinas na UFMS?,"A matrícula em disciplinas na UFMS depende do cumprimento das seguintes condições: I - cumprimento dos pré-requisitos exigidos para as disciplinas selecionadas, quando houver; II - existência de vagas nas disciplinas selecionadas; e III - inexistência de conflito de horários entre as disciplinas selecionadas.","['26/12/2021 22:12 SEI/UFMS - 3003041 - Resolução\nhttps://sei.ufms.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=3577703&infra_sistem… 9/25\n§ 3º É permi\x00do ao estudante com trancamento de matrícula par\x00cipar do\nprocesso de matrícula para o período le\x00vo de verão ou inverno subsequente.\n \nArt. 31. A matrícula em disciplinas depende do atendimento das seguintes\ncondições:\nI - cumprimento dos pré-requisitos exigidos para as disciplinas selecionadas,\nquando houver;\nII - existência de vagas nas disciplinas selecionadas; e\nIII - inexistência de conﬂito de horários entre as disciplinas selecionadas.\n \nParágrafo único. Não haverá restrição de compa\x00bilidade de horário de aulas\npara as matrículas de estudantes com dispensa de frequência.\n \nArt. 32. São garan\x00das aos estudantes as vagas nas disciplinas alocadas no seu\nperíodo de posicionamento, exceto quando houver pré-requisitos não cumpridos.\n \nParágrafo único. O posicionamento do estudante no curso corresponde à\nquan\x00dade de períodos le\x00vos em que o estudante regular mantém vínculo com a UFMS,\ndesde o seu ingresso, subtraindo-se a quan\x00dade de períodos em que a matrícula es\x00ver\ntrancada e os períodos de inverno e verão.  \n \nArt. 33. A matrícula em Estágio Obrigatório poderá ser realizada a qualquer\nmomento no ano, independente dos prazos estabelecidos no Calendário Acadêmico.\n \nArt. 34. Durante a matrícula, o estudante poderá selecionar disciplinas\noferecidas por outros cursos da UFMS, mediante a existência de vagas.\n \nParágrafo único. A disciplina não pertencente à estrutura curricular do curso\nserá registrada como opta\x00va.\n \nArt. 35. Não haverá restrição de compa\x00bilidade de horário de aulas para a\nrealização de Componentes Curriculares Não Disciplinares.\n \nArt. 36. Os critérios e os procedimentos referentes à matrícula de componentes\ncurriculares serão estabelecidos por meio de ato norma\x00vo do Pró-Reitor de Graduação.\n \nArt. 37. Na ausência de renovação de vínculo do estudante em curso de\ngraduação, a matrícula automá\x00ca, que consiste na matrícula em disciplina opta\x00va\nespecíﬁca, ocorrerá por no máximo dois semestres não consecu\x00vos.\n \n§ 1º Não é permi\x00do o cancelamento da matrícula automá\x00ca.\n27/12/2021\nN° 7697\nPg. 26']"
Quais são as condições que permitem o trancamento de matrícula para estudantes convocados para o Serviço Militar Obrigatório na UFMS?,"De acordo com o documento, o trancamento de matrícula é permitido para estudantes convocados para o Serviço Militar Obrigatório, desde que haja comprovação da convocação.","['26/12/2021 22:12 SEI/UFMS - 3003041 - Resolução\nhttps://sei.ufms.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=3577703&infra_siste… 10/25\n \n§ 2º O semestre em que ocorrer a matrícula automá\x00ca será contabilizado para\nﬁns de contagem do tempo para integralização do curso.\n \nCAPÍTULO XI\nDO AFASTAMENTO\n \nSeção I\nDo Trancamento de Matrícula\n \nArt. 38. O Trancamento de Matrícula é o procedimento que permite ao\nestudante regular suspender os seus estudos por um semestre, com manutenção de vínculo\nacadêmico com a UFMS.\n \nParágrafo único. A solicitação de trancamento de matrícula deverá ser realizada\nno Sistema Acadêmico de Graduação (Siscad), durante os prazos estabelecidos no Calendário\nAcadêmico.\n \nArt. 39. O estudante tem direito a dois trancamentos de matrícula,\nconsecu\x00vos ou não.\n \n§ 1º O trancamento de matrícula tem vigência apenas para o semestre\nsolicitado e estende-se ao período le\x00vo de verão ou inverno subsequente, quando houver.\n \n§ 2º Não será permi\x00do o trancamento de matrícula em cursos de graduação\nsem previsão de oferta de vagas para ingressantes.\n \nArt. 40. Durante a vigência do trancamento, o estudante não poderá\ndesenvolver a\x00vidade acadêmica na UFMS.\n \nArt. 41. No período le\x00vo de ingresso no curso, somente será permi\x00do o\ntrancamento de matrícula nos seguintes casos:\nI - por mo\x00vo de doença, na impossibilidade do estudante ser atendido pelo\nregime especial.\nII - no caso de convocação para o Serviço Militar Obrigatório, mediante\ncomprovação.\nIII - em caso de ingresso após quarenta e cinco dias corridos do início do\nperíodo le\x00vo.\n \nArt. 42. Os períodos de trancamento não serão computados no tempo de\nintegralização curricular.\n27/12/2021\nN° 7697\nPg. 27']"
Quais são as condições que permitem o trancamento de matrícula devido ao Serviço Militar Obrigatório?,"O trancamento de matrícula é permitido no caso de convocação para o Serviço Militar Obrigatório, mediante comprovação.","['26/12/2021 22:12 SEI/UFMS - 3003041 - Resolução\nhttps://sei.ufms.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=3577703&infra_siste… 10/25\n \n§ 2º O semestre em que ocorrer a matrícula automá\x00ca será contabilizado para\nﬁns de contagem do tempo para integralização do curso.\n \nCAPÍTULO XI\nDO AFASTAMENTO\n \nSeção I\nDo Trancamento de Matrícula\n \nArt. 38. O Trancamento de Matrícula é o procedimento que permite ao\nestudante regular suspender os seus estudos por um semestre, com manutenção de vínculo\nacadêmico com a UFMS.\n \nParágrafo único. A solicitação de trancamento de matrícula deverá ser realizada\nno Sistema Acadêmico de Graduação (Siscad), durante os prazos estabelecidos no Calendário\nAcadêmico.\n \nArt. 39. O estudante tem direito a dois trancamentos de matrícula,\nconsecu\x00vos ou não.\n \n§ 1º O trancamento de matrícula tem vigência apenas para o semestre\nsolicitado e estende-se ao período le\x00vo de verão ou inverno subsequente, quando houver.\n \n§ 2º Não será permi\x00do o trancamento de matrícula em cursos de graduação\nsem previsão de oferta de vagas para ingressantes.\n \nArt. 40. Durante a vigência do trancamento, o estudante não poderá\ndesenvolver a\x00vidade acadêmica na UFMS.\n \nArt. 41. No período le\x00vo de ingresso no curso, somente será permi\x00do o\ntrancamento de matrícula nos seguintes casos:\nI - por mo\x00vo de doença, na impossibilidade do estudante ser atendido pelo\nregime especial.\nII - no caso de convocação para o Serviço Militar Obrigatório, mediante\ncomprovação.\nIII - em caso de ingresso após quarenta e cinco dias corridos do início do\nperíodo le\x00vo.\n \nArt. 42. Os períodos de trancamento não serão computados no tempo de\nintegralização curricular.\n27/12/2021\nN° 7697\nPg. 27']"
O que é uma Instituição de Ensino Superior?,"Uma Instituição de Ensino Superior é uma organização que oferece educação superior, permitindo que os estudantes cursam disciplinas e obtenham diplomas em diversos níveis acadêmicos.","['26/12/2021 22:12 SEI/UFMS - 3003041 - Resolução\nhttps://sei.ufms.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=3577703&infra_siste… 11/25\n \nSeção II\nDa Mobilidade Acadêmica\n \nArt. 43. A mobilidade acadêmica na UFMS poderá ser:\nI - nacional: é a possibilidade de o estudante cursar disciplinas ofertadas em\noutra Ins\x00tuição de Ensino Superior brasileira, mediante afastamento de sua Unidade de\norigem por tempo determinado; e\nII - internacional: é a possibilidade de o estudante cursar disciplinas ofertadas\nem outra Ins\x00tuição de Ensino Superior em outro país, mediante afastamento de sua Unidade\nde origem por tempo determinado.\n \n§ 1º As normas de mobilidade nacional e internacional são ﬁxadas por\nregulamentação da UFMS.\n \n§ 2º Os estudos realizados em mobilidade poderão ser aproveitados, conforme\nas normas estabelecidas neste Regulamento.\n \nArt. 44. Os períodos de mobilidade serão computados no tempo de\nintegralização curricular.\n \nArt. 45. A mobilidade acadêmica assegura o vínculo acadêmico com a UFMS,\ndevendo o estudante ﬁnalizar os estudos no curso de origem na UFMS.\n \nCAPÍTULO XII\nDA PERDA DE VÍNCULO\n \nArt. 46. O estudante perderá o vínculo acadêmico com a UFMS nas seguintes\nsituações:\nI - diplomação após a colação de grau;\nII - conclusão de curso, em caso de integralização curricular e ausência de\ncolação grau;\nIII - jubilação devido a não integralização do currículo dentro do prazo máximo\nestabelecido no Projeto Pedagógico do Curso;\nIV - sanção disciplinar;\nV - a pedido, por solicitação do próprio do estudante;\nVI - desistência, na impossibilidade de trancamento de matrícula ou de\nmatrícula automá\x00ca, conforme previsto neste regulamento;\nVII - por matrícula simultânea em ins\x00tuições públicas de ensino superior, de\nacordo com legislação em vigor; e/ou\n27/12/2021\nN° 7697\nPg. 28']"
"Quais são as possibilidades de mobilidade acadêmica oferecidas pela Instituição de Ensino Superior, conforme descrito nos documentos da universidade?","A mobilidade acadêmica na UFMS pode ser nacional, permitindo que o estudante curse disciplinas em outra Instituição de Ensino Superior brasileira, ou internacional, onde o estudante pode cursar disciplinas em outra Instituição de Ensino Superior em outro país. Ambas as modalidades requerem afastamento da Unidade de origem por tempo determinado, e as normas para a mobilidade são fixadas pela regulamentação da UFMS.","['26/12/2021 22:12 SEI/UFMS - 3003041 - Resolução\nhttps://sei.ufms.br/sei/controlador.php?acao=documento_imprimir_web&acao_origem=arvore_visualizar&id_documento=3577703&infra_siste… 11/25\n \nSeção II\nDa Mobilidade Acadêmica\n \nArt. 43. A mobilidade acadêmica na UFMS poderá ser:\nI - nacional: é a possibilidade de o estudante cursar disciplinas ofertadas em\noutra Ins\x00tuição de Ensino Superior brasileira, mediante afastamento de sua Unidade de\norigem por tempo determinado; e\nII - internacional: é a possibilidade de o estudante cursar disciplinas ofertadas\nem outra Ins\x00tuição de Ensino Superior em outro país, mediante afastamento de sua Unidade\nde origem por tempo determinado.\n \n§ 1º As normas de mobilidade nacional e internacional são ﬁxadas por\nregulamentação da UFMS.\n \n§ 2º Os estudos realizados em mobilidade poderão ser aproveitados, conforme\nas normas estabelecidas neste Regulamento.\n \nArt. 44. Os períodos de mobilidade serão computados no tempo de\nintegralização curricular.\n \nArt. 45. A mobilidade acadêmica assegura o vínculo acadêmico com a UFMS,\ndevendo o estudante ﬁnalizar os estudos no curso de origem na UFMS.\n \nCAPÍTULO XII\nDA PERDA DE VÍNCULO\n \nArt. 46. O estudante perderá o vínculo acadêmico com a UFMS nas seguintes\nsituações:\nI - diplomação após a colação de grau;\nII - conclusão de curso, em caso de integralização curricular e ausência de\ncolação grau;\nIII - jubilação devido a não integralização do currículo dentro do prazo máximo\nestabelecido no Projeto Pedagógico do Curso;\nIV - sanção disciplinar;\nV - a pedido, por solicitação do próprio do estudante;\nVI - desistência, na impossibilidade de trancamento de matrícula ou de\nmatrícula automá\x00ca, conforme previsto neste regulamento;\nVII - por matrícula simultânea em ins\x00tuições públicas de ensino superior, de\nacordo com legislação em vigor; e/ou\n27/12/2021\nN° 7697\nPg. 28']"
